x1,x2
-1.6867999302043324,0.0012989163039144763
-0.7156512834856731,0.00023503073892328796
-0.6956454135178601,-0.0007060617776252444
-0.2334153506340053,-0.0011461864636144788
-0.014928971523905328,0.0020925807366802378
1.7674778931521973,0.0013996368030239211
-0.981495283789934,-0.0009308900542516039
0.0804572722812223,-0.0010935752733015917
-0.4343021578038376,0.0015334637716087388
0.6654528140955887,0.0007554714327446782
0.5256415357920613,-0.0015894790903153153
-3.51770260987676,-0.0012961836025578175
0.03558145029824922,0.0016813674143982252
-0.09846939950779718,0.0002737220539455394
-1.5171590680577924,-0.0009010736374003181
0.058105758956347196,0.0008034040986799218
-1.9999954959400492,0.0005175916644219059
-0.7707992006619366,0.0013591367272635412
1.074847529428846,0.0003893473461960003
2.130307825466401,-0.00023755063469111748
1.8781828844877013,0.00043109321159587294
-2.87199000849378,0.0001624597327637978
1.6902029991930718,0.0001668502504521808
1.8203479865776129,-0.0006298612230354693
2.12783036175348,0.00010332248454009454
-1.9239433571121163,-2.8806438173335453e-05
-0.0032504346507671545,-0.00015893321287360955
-1.5189166654191995,0.000521123905197476
1.663887851584263,4.45847190012027e-05
-1.1603645008901833,-0.00019619415230769102
2.236927431064835,0.00013943647842157365
3.021170983038697,-2.582659251861704e-05
1.9666130904668933,-0.002030144343269213
4.345744511873613,-0.0002844922032791228
2.6038022908678133,-0.00016424780090459697
-1.0997692864103792,-0.0008783367675660157
0.3815277712054055,0.0005777050213121014
-0.4366957845680568,0.0011587535783908515
-3.4741976173995868,-0.0005989343791386391
0.234705388675279,-0.00011619716689136673
-3.652548450302876,-0.0007475135105628713
4.13324729563968,0.001056992887413633
-2.8817863079777086,-7.353825913372798e-05
-0.3912571462557599,-0.0005553139646516166
-1.1480863315583967,-0.0007977519864421854
3.4137311595142825,-0.0003472021505134093
2.0262749658575587,-0.0005527519450156973
-4.303747383195493,-0.0010082030423348388
0.613960183072908,0.0004075790918380952
-0.6564384156929344,0.00041462514160486483
-2.3065687539218236,0.001271810464086243
-1.6203086014966053,-0.000921341270382568
2.623356076644141,-0.000313851393749628
1.0214392656307616,-0.0017478756608301034
-1.2363970191396065,0.00016702111883575962
-1.0498853445364122,-0.000901753444209501
-0.0159516193128111,0.0005109640300665714
-3.214027019788508,0.0002338086278780376
-3.4205126280773803,-0.0015599572697105667
1.6512803522623964,0.0008254353755677654
-1.738170867864194,0.0004760913707801132
-4.070916505910546,-0.0010435646437589273
-1.2325011503907437,0.0001291024967231997
-0.4990042464435897,-0.001396891994060162
-0.6401826822366031,-0.0019434328729252238
1.2902956233925433,0.0003970086400167779
0.3729946893242707,-0.0003392253393924799
-2.3147623286257937,-0.00026648819313011753
1.929175278287558,0.0011302598139164342
-0.9168557962223254,-0.00028695411522818254
-3.4345190482408534,0.00017795385242525938
1.178419171922285,0.0009584725275676777
